order_id,date,region,category,product,quantity,unit_price,discount_%,revenue
ORD01338,2024-05-26,South,Electronics,Wireless Earbuds,8,1299,15,8833.2
ORD01339,2024-05-16,South,Electronics,Webcam,4,1899,10,6836.4
ORD01340,2024-07-10,South,Clothing,Cotton T-Shirt,2,349,10,628.2
ORD01341,2024-03-05,South,Food & Beverage,Mixed Nuts,7,449,20,2514.4
ORD01342,2024-04-24,South,Clothing,Formal Shirt,2,699,5,1328.1
ORD01343,2024-04-02,South,Home & Kitchen,Storage Box Set,7,699,20,3914.4
ORD01344,2024-10-23,East,Electronics,USB Hub,2,599,10,1078.2
ORD01345,2024-05-27,South,Clothing,Sports Shorts,5,449,0,2245.0
ORD01346,2024-11-10,West,Food & Beverage,Green Tea Pack,1,199,0,199.0
ORD01347,2024-03-05,South,Home & Kitchen,Storage Box Set,7,699,0,4893.0
ORD01348,2024-06-17,West,Food & Beverage,Instant Coffee,4,349,0,1396.0
ORD01349,2024-02-13,South,Clothing,Sports Shorts,2,449,5,853.1
ORD01350,2024-09-17,West,Electronics,Webcam,4,1899,20,6076.8
ORD01351,2024-10-28,West,Electronics,Wireless Earbuds,5,1299,10,5845.5
ORD01352,2024-10-30,North,Food & Beverage,Green Tea Pack,6,199,0,1194.0
ORD01353,2024-05-19,East,Food & Beverage,Green Tea Pack,1,199,0,199.0
ORD01354,2024-04-14,East,Electronics,Wireless Earbuds,8,1299,0,10392.0
ORD01355,2024-11-01,South,Electronics,Portable Charger,1,799,10,719.1
ORD01356,2024-01-20,South,Clothing,Sports Shorts,5,449,0,2245.0
ORD01357,2024-03-06,South,Home & Kitchen,Coffee Mug Set,4,549,15,1866.6
ORD01358,2024-09-27,East,Food & Beverage,Instant Coffee,2,349,20,558.4
ORD01359,2024-02-24,East,Food & Beverage,Instant Coffee,3,349,10,942.3
ORD01360,2024-04-05,East,Home & Kitchen,Chopping Board,1,249,5,236.55
ORD01361,2024-08-10,North,Food & Beverage,Instant Coffee,8,349,15,2373.2
ORD01362,2024-12-28,North,Home & Kitchen,Chopping Board,6,249,0,1494.0
ORD01363,2024-01-19,West,Home & Kitchen,Coffee Mug Set,3,549,20,1317.6
ORD01364,2024-11-27,North,Clothing,Cotton T-Shirt,7,349,5,2320.85
ORD01365,2024-05-19,North,Electronics,Smart Watch,4,2999,20,9596.8
ORD01366,2024-07-08,South,Electronics,USB Hub,7,599,0,4193.0
ORD01367,2024-03-22,East,Electronics,USB Hub,8,599,10,4312.8
ORD01368,2024-03-15,West,Home & Kitchen,Non-Stick Pan,2,899,10,1618.2
ORD01369,2024-08-08,East,Home & Kitchen,Non-Stick Pan,1,899,15,764.15
ORD01370,2024-10-14,South,Electronics,Webcam,1,1899,5,1804.05
ORD01371,2024-02-12,West,Electronics,Smart Watch,5,2999,0,14995.0
ORD01372,2024-03-05,East,Home & Kitchen,Non-Stick Pan,8,899,10,6472.8
ORD01373,2024-02-27,East,Clothing,Cotton T-Shirt,8,349,0,2792.0
ORD01374,2024-04-26,West,Food & Beverage,Protein Bar Box,5,599,0,2995.0
ORD01375,2024-10-05,North,Electronics,Wireless Earbuds,8,1299,10,9352.8
ORD01376,2024-12-29,North,Electronics,Portable Charger,7,799,0,5593.0
ORD01377,2024-11-03,West,Clothing,Hoodie,6,799,0,4794.0
ORD01378,2024-09-24,East,Home & Kitchen,Storage Box Set,3,699,20,1677.6
ORD01379,2024-10-27,West,Home & Kitchen,Chopping Board,1,249,0,249.0
ORD01380,2024-09-10,South,Electronics,USB Hub,5,599,0,2995.0
ORD01381,2024-07-16,West,Clothing,Cotton T-Shirt,3,349,0,1047.0
ORD01382,2024-09-18,North,Home & Kitchen,Non-Stick Pan,4,899,0,3596.0
ORD01383,2024-10-17,South,Food & Beverage,Energy Drink Pack,4,299,15,1016.6
ORD01384,2024-06-12,West,Electronics,Smart Watch,1,2999,15,2549.15
ORD01385,2024-11-18,West,Home & Kitchen,Storage Box Set,1,699,10,629.1
ORD01386,2024-10-03,West,Clothing,Sports Shorts,6,449,0,2694.0
ORD01387,2024-07-18,East,Electronics,Wireless Earbuds,8,1299,0,10392.0
ORD01388,2024-04-28,East,Clothing,Denim Jeans,2,999,0,1998.0
ORD01389,2024-07-06,West,Clothing,Sports Shorts,2,449,20,718.4
ORD01390,2024-04-06,North,Food & Beverage,Mixed Nuts,8,449,5,3412.4
ORD01391,2024-06-06,South,Clothing,Cotton T-Shirt,8,349,0,2792.0
ORD01392,2024-05-18,South,Home & Kitchen,Water Bottle,3,349,5,994.65
ORD01393,2024-07-26,South,Clothing,Cotton T-Shirt,4,349,20,1116.8
ORD01394,2024-05-01,West,Electronics,USB Hub,1,599,0,599.0
ORD01395,2024-09-23,East,Electronics,Wireless Earbuds,8,1299,20,8313.6
ORD01396,2024-10-12,South,Home & Kitchen,Coffee Mug Set,3,549,5,1564.65
ORD01397,2024-07-15,West,Electronics,Wireless Earbuds,8,1299,0,10392.0
ORD01398,2024-07-26,East,Electronics,USB Hub,6,599,0,3594.0
ORD01399,2024-08-14,East,Clothing,Sports Shorts,1,449,0,449.0
ORD01400,2024-12-03,East,Clothing,Cotton T-Shirt,5,349,20,1396.0
ORD01401,2024-02-24,West,Home & Kitchen,Coffee Mug Set,6,549,0,3294.0
ORD01402,2024-08-22,East,Electronics,Smart Watch,3,2999,15,7647.45
ORD01403,2024-03-13,East,Food & Beverage,Mixed Nuts,5,449,5,2132.75
ORD01404,2024-09-25,West,Electronics,Smart Watch,4,2999,15,10196.6
ORD01405,2024-09-14,South,Home & Kitchen,Coffee Mug Set,7,549,10,3458.7
ORD01406,2024-01-27,East,Food & Beverage,Mixed Nuts,2,449,10,808.2
ORD01407,2024-06-22,North,Electronics,USB Hub,4,599,0,2396.0
ORD01408,2024-04-02,West,Electronics,USB Hub,8,599,15,4073.2
ORD01409,2024-06-11,East,Electronics,Webcam,1,1899,0,1899.0
ORD01410,2024-01-14,East,Clothing,Cotton T-Shirt,4,349,15,1186.6
ORD01411,2024-05-23,East,Home & Kitchen,Non-Stick Pan,5,899,15,3820.75
ORD01412,2024-12-04,South,Clothing,Denim Jeans,6,999,0,5994.0
ORD01413,2024-03-04,East,Food & Beverage,Green Tea Pack,4,199,0,796.0
ORD01414,2024-04-06,South,Clothing,Denim Jeans,4,999,20,3196.8
ORD01415,2024-03-08,South,Clothing,Cotton T-Shirt,8,349,0,2792.0
ORD01416,2024-02-11,West,Clothing,Denim Jeans,5,999,0,4995.0
ORD01417,2024-09-13,East,Food & Beverage,Mixed Nuts,5,449,0,2245.0
ORD01418,2024-01-30,North,Food & Beverage,Instant Coffee,4,349,5,1326.2
ORD01419,2024-12-04,North,Clothing,Hoodie,1,799,5,759.05
ORD01420,2024-08-19,North,Home & Kitchen,Water Bottle,2,349,10,628.2
ORD01421,2024-02-25,West,Home & Kitchen,Water Bottle,5,349,0,1745.0
ORD01422,2024-03-01,West,Electronics,Portable Charger,8,799,15,5433.2
ORD01423,2024-09-16,East,Electronics,Webcam,4,1899,10,6836.4
ORD01424,2024-08-21,North,Home & Kitchen,Chopping Board,3,249,0,747.0
ORD01425,2024-10-17,East,Food & Beverage,Mixed Nuts,1,449,0,449.0
ORD01426,2024-09-28,East,Electronics,Portable Charger,6,799,10,4314.6
ORD01427,2024-02-10,South,Food & Beverage,Protein Bar Box,5,599,20,2396.0
ORD01428,2024-07-26,North,Electronics,Webcam,3,1899,0,5697.0
ORD01429,2024-04-01,South,Food & Beverage,Protein Bar Box,7,599,5,3983.35
ORD01430,2024-02-01,West,Home & Kitchen,Storage Box Set,5,699,5,3320.25
ORD01431,2024-02-05,East,Food & Beverage,Energy Drink Pack,3,299,0,897.0
ORD01432,2024-11-05,West,Home & Kitchen,Storage Box Set,3,699,10,1887.3
ORD01433,2024-10-29,North,Home & Kitchen,Coffee Mug Set,4,549,20,1756.8
ORD01434,2024-04-19,North,Clothing,Cotton T-Shirt,1,349,15,296.65
ORD01435,2024-11-06,West,Electronics,Wireless Earbuds,1,1299,0,1299.0
ORD01436,2024-01-20,North,Electronics,Wireless Earbuds,8,1299,5,9872.4
ORD01437,2024-06-14,West,Electronics,Smart Watch,2,2999,10,5398.2
ORD01438,2024-02-16,East,Clothing,Denim Jeans,4,999,0,3996.0
ORD01439,2024-09-26,East,Clothing,Sports Shorts,5,449,15,1908.25
ORD01440,2024-12-15,West,Electronics,USB Hub,1,599,0,599.0
ORD01441,2024-03-26,West,Home & Kitchen,Water Bottle,1,349,20,279.2
ORD01442,2024-04-12,East,Home & Kitchen,Water Bottle,5,349,20,1396.0
ORD01443,2024-03-24,East,Home & Kitchen,Coffee Mug Set,5,549,20,2196.0
ORD01444,2024-04-13,North,Clothing,Denim Jeans,1,999,15,849.15
ORD01445,2024-11-07,West,Clothing,Sports Shorts,4,449,20,1436.8
ORD01446,2024-01-11,West,Electronics,Wireless Earbuds,8,1299,5,9872.4
ORD01447,2024-02-04,North,Clothing,Cotton T-Shirt,5,349,5,1657.75
ORD01448,2024-08-11,West,Electronics,Wireless Earbuds,7,1299,10,8183.7
ORD01449,2024-03-30,West,Home & Kitchen,Chopping Board,8,249,5,1892.4
ORD01450,2024-07-17,West,Clothing,Sports Shorts,1,449,15,381.65
ORD01451,2024-08-21,West,Food & Beverage,Green Tea Pack,5,199,0,995.0
ORD01452,2024-03-29,East,Electronics,Wireless Earbuds,6,1299,10,7014.6
ORD01453,2024-05-30,East,Electronics,Portable Charger,8,799,10,5752.8
ORD01454,2024-10-15,West,Food & Beverage,Protein Bar Box,1,599,0,599.0
ORD01455,2024-02-14,West,Clothing,Formal Shirt,3,699,15,1782.45
ORD01456,2024-09-10,South,Home & Kitchen,Storage Box Set,1,699,0,699.0
ORD01457,2024-01-24,South,Clothing,Cotton T-Shirt,3,349,0,1047.0
ORD01458,2024-05-25,East,Home & Kitchen,Chopping Board,3,249,0,747.0
ORD01459,2024-12-03,East,Clothing,Hoodie,2,799,0,1598.0
ORD01460,2024-06-11,North,Electronics,Webcam,1,1899,5,1804.05
ORD01461,2024-05-08,South,Electronics,Webcam,8,1899,0,15192.0
ORD01462,2024-10-04,West,Electronics,Wireless Earbuds,8,1299,15,8833.2
ORD01463,2024-08-19,South,Clothing,Sports Shorts,5,449,15,1908.25
ORD01464,2024-06-11,West,Food & Beverage,Protein Bar Box,7,599,0,4193.0
ORD01465,2024-09-14,West,Food & Beverage,Instant Coffee,5,349,0,1745.0
ORD01466,2024-05-08,North,Clothing,Denim Jeans,6,999,10,5394.6
ORD01467,2024-09-17,South,Food & Beverage,Protein Bar Box,3,599,5,1707.15
ORD01468,2024-07-21,West,Food & Beverage,Protein Bar Box,1,599,5,569.05
ORD01469,2024-10-22,West,Home & Kitchen,Storage Box Set,2,699,10,1258.2
ORD01470,2024-01-10,East,Home & Kitchen,Water Bottle,2,349,0,698.0
ORD01471,2024-06-13,North,Food & Beverage,Energy Drink Pack,6,299,20,1435.2
ORD01472,2024-10-22,West,Home & Kitchen,Coffee Mug Set,6,549,20,2635.2
ORD01473,2024-10-03,North,Electronics,Portable Charger,1,799,0,799.0
ORD01474,2024-06-24,South,Electronics,Wireless Earbuds,5,1299,10,5845.5
ORD01475,2024-07-30,East,Food & Beverage,Mixed Nuts,4,449,0,1796.0
ORD01476,2024-07-22,East,Clothing,Cotton T-Shirt,4,349,0,1396.0
ORD01477,2024-10-25,East,Home & Kitchen,Coffee Mug Set,2,549,0,1098.0
ORD01478,2024-11-06,East,Home & Kitchen,Storage Box Set,8,699,20,4473.6
ORD01479,2024-03-21,North,Electronics,Webcam,8,1899,20,12153.6
ORD01480,2024-07-19,West,Food & Beverage,Mixed Nuts,4,449,20,1436.8
ORD01481,2024-04-07,South,Clothing,Denim Jeans,1,999,15,849.15
ORD01482,2024-06-25,North,Home & Kitchen,Water Bottle,8,349,0,2792.0
ORD01483,2024-09-20,North,Clothing,Sports Shorts,4,449,10,1616.4
ORD01484,2024-12-29,North,Home & Kitchen,Non-Stick Pan,1,899,10,809.1
ORD01485,2024-03-21,West,Food & Beverage,Instant Coffee,8,349,0,2792.0
ORD01486,2024-08-09,South,Home & Kitchen,Coffee Mug Set,7,549,10,3458.7
ORD01487,2024-05-19,West,Home & Kitchen,Coffee Mug Set,8,549,0,4392.0
ORD01488,2024-10-24,North,Clothing,Sports Shorts,6,449,5,2559.3
ORD01489,2024-12-23,East,Clothing,Hoodie,1,799,20,639.2
ORD01490,2024-03-31,North,Electronics,USB Hub,6,599,15,3054.9
ORD01491,2024-05-21,West,Clothing,Sports Shorts,7,449,20,2514.4
ORD01492,2024-11-03,South,Home & Kitchen,Coffee Mug Set,6,549,0,3294.0
ORD01493,2024-11-24,North,Home & Kitchen,Non-Stick Pan,7,899,20,5034.4
ORD01494,2024-03-26,East,Electronics,Webcam,7,1899,15,11299.05
ORD01495,2024-04-09,North,Electronics,Wireless Earbuds,4,1299,20,4156.8
ORD01496,2024-11-26,West,Electronics,Portable Charger,7,799,0,5593.0
ORD01497,2024-12-15,North,Clothing,Denim Jeans,1,999,15,849.15
ORD01498,2024-03-07,East,Electronics,Webcam,4,1899,5,7216.2
ORD01499,2024-09-18,North,Food & Beverage,Protein Bar Box,7,599,0,4193.0
