order_id,date,region,category,product,quantity,unit_price,discount_%,revenue,month,region_total,pct_of_region
ORD01251,2024-10-12,South,Home & Kitchen,Storage Box Set,8,699,0,5592.0,2024-10,362934.45,1.541
ORD01252,2024-02-25,North,Clothing,Sports Shorts,2,449,5,853.1,2024-02,308237.5,0.277
ORD01253,2024-09-13,East,Clothing,Hoodie,8,799,0,6392.0,2024-09,403786.75,1.583
ORD01254,2024-10-24,West,Clothing,Cotton T-Shirt,6,349,0,2094.0,2024-10,454804.35,0.46
ORD01255,2024-12-03,North,Home & Kitchen,Non-Stick Pan,3,899,0,2697.0,2024-12,308237.5,0.875
ORD01256,2024-11-03,South,Food & Beverage,Instant Coffee,5,349,0,1745.0,2024-11,362934.45,0.481
ORD01257,2024-12-07,South,Clothing,Formal Shirt,5,699,0,3495.0,2024-12,362934.45,0.963
ORD01258,2024-12-18,West,Electronics,USB Hub,1,599,10,539.1,2024-12,454804.35,0.119
ORD01259,2024-09-26,West,Home & Kitchen,Coffee Mug Set,2,549,10,988.2,2024-09,454804.35,0.217
ORD01260,2024-09-20,East,Electronics,USB Hub,6,599,0,3594.0,2024-09,403786.75,0.89
ORD01261,2024-02-10,West,Home & Kitchen,Coffee Mug Set,7,549,0,3843.0,2024-02,454804.35,0.845
ORD01262,2024-02-07,North,Clothing,Cotton T-Shirt,1,349,0,349.0,2024-02,308237.5,0.113
ORD01263,2024-08-01,North,Home & Kitchen,Chopping Board,5,249,5,1182.75,2024-08,308237.5,0.384
ORD01264,2024-11-13,West,Home & Kitchen,Water Bottle,3,349,20,837.6,2024-11,454804.35,0.184
ORD01265,2024-05-07,North,Clothing,Formal Shirt,2,699,10,1258.2,2024-05,308237.5,0.408
ORD01266,2024-02-13,West,Food & Beverage,Protein Bar Box,4,599,15,2036.6,2024-02,454804.35,0.448
ORD01267,2024-07-11,North,Electronics,Webcam,4,1899,15,6456.6,2024-07,308237.5,2.095
ORD01268,2024-12-14,West,Electronics,Smart Watch,6,2999,10,16194.6,2024-12,454804.35,3.561
ORD01269,2024-08-10,West,Clothing,Denim Jeans,2,999,5,1898.1,2024-08,454804.35,0.417
ORD01270,2024-02-28,South,Electronics,Portable Charger,3,799,0,2397.0,2024-02,362934.45,0.66
ORD01271,2024-09-11,West,Home & Kitchen,Non-Stick Pan,2,899,10,1618.2,2024-09,454804.35,0.356
ORD01272,2024-03-28,North,Home & Kitchen,Non-Stick Pan,5,899,20,3596.0,2024-03,308237.5,1.167
ORD01273,2024-09-23,North,Clothing,Formal Shirt,3,699,0,2097.0,2024-09,308237.5,0.68
ORD01274,2024-05-02,East,Food & Beverage,Energy Drink Pack,8,299,0,2392.0,2024-05,403786.75,0.592
ORD01275,2024-09-08,North,Electronics,Portable Charger,7,799,0,5593.0,2024-09,308237.5,1.815
ORD01276,2024-11-29,West,Home & Kitchen,Storage Box Set,4,699,15,2376.6,2024-11,454804.35,0.523
ORD01277,2024-11-19,East,Food & Beverage,Instant Coffee,8,349,0,2792.0,2024-11,403786.75,0.691
ORD01278,2024-06-20,West,Electronics,Smart Watch,4,2999,10,10796.4,2024-06,454804.35,2.374
ORD01279,2024-06-02,North,Food & Beverage,Instant Coffee,3,349,5,994.65,2024-06,308237.5,0.323
ORD01280,2024-05-01,North,Electronics,Portable Charger,7,799,20,4474.4,2024-05,308237.5,1.452
ORD01281,2024-10-28,East,Home & Kitchen,Chopping Board,6,249,10,1344.6,2024-10,403786.75,0.333
ORD01282,2024-07-13,North,Clothing,Cotton T-Shirt,3,349,20,837.6,2024-07,308237.5,0.272
ORD01283,2024-08-29,North,Home & Kitchen,Water Bottle,2,349,15,593.3,2024-08,308237.5,0.192
ORD01284,2024-08-23,East,Home & Kitchen,Storage Box Set,7,699,0,4893.0,2024-08,403786.75,1.212
ORD01285,2024-07-22,North,Electronics,USB Hub,5,599,0,2995.0,2024-07,308237.5,0.972
ORD01286,2024-01-25,South,Food & Beverage,Instant Coffee,2,349,0,698.0,2024-01,362934.45,0.192
ORD01287,2024-11-11,South,Electronics,Wireless Earbuds,4,1299,5,4936.2,2024-11,362934.45,1.36
ORD01288,2024-12-23,East,Electronics,Wireless Earbuds,5,1299,0,6495.0,2024-12,403786.75,1.609
ORD01289,2024-03-25,East,Electronics,Smart Watch,8,2999,15,20393.2,2024-03,403786.75,5.05
ORD01290,2024-01-31,North,Food & Beverage,Mixed Nuts,3,449,0,1347.0,2024-01,308237.5,0.437
ORD01291,2024-03-11,South,Home & Kitchen,Non-Stick Pan,8,899,0,7192.0,2024-03,362934.45,1.982
ORD01292,2024-04-25,North,Food & Beverage,Green Tea Pack,1,199,5,189.05,2024-04,308237.5,0.061
ORD01293,2024-07-18,North,Home & Kitchen,Water Bottle,4,349,20,1116.8,2024-07,308237.5,0.362
ORD01294,2024-05-16,South,Food & Beverage,Energy Drink Pack,7,299,20,1674.4,2024-05,362934.45,0.461
ORD01295,2024-08-11,North,Electronics,Wireless Earbuds,1,1299,0,1299.0,2024-08,308237.5,0.421
ORD01296,2024-11-10,East,Home & Kitchen,Storage Box Set,3,699,5,1992.15,2024-11,403786.75,0.493
ORD01297,2024-09-26,South,Electronics,Webcam,3,1899,15,4842.45,2024-09,362934.45,1.334
ORD01298,2024-11-20,West,Clothing,Hoodie,8,799,0,6392.0,2024-11,454804.35,1.405
ORD01299,2024-10-26,North,Clothing,Formal Shirt,8,699,15,4753.2,2024-10,308237.5,1.542
ORD01300,2024-05-20,West,Electronics,Wireless Earbuds,2,1299,0,2598.0,2024-05,454804.35,0.571
ORD01301,2024-10-11,North,Food & Beverage,Protein Bar Box,1,599,15,509.15,2024-10,308237.5,0.165
ORD01302,2024-03-09,East,Home & Kitchen,Non-Stick Pan,2,899,0,1798.0,2024-03,403786.75,0.445
ORD01303,2024-10-24,East,Clothing,Denim Jeans,6,999,0,5994.0,2024-10,403786.75,1.484
ORD01304,2024-11-06,North,Clothing,Formal Shirt,6,699,0,4194.0,2024-11,308237.5,1.361
ORD01305,2024-11-05,South,Electronics,Wireless Earbuds,6,1299,10,7014.6,2024-11,362934.45,1.933
ORD01306,2024-09-20,East,Electronics,Webcam,8,1899,20,12153.6,2024-09,403786.75,3.01
ORD01307,2024-01-16,East,Electronics,Smart Watch,5,2999,10,13495.5,2024-01,403786.75,3.342
ORD01308,2024-07-30,South,Electronics,Smart Watch,3,2999,0,8997.0,2024-07,362934.45,2.479
ORD01309,2024-05-04,South,Home & Kitchen,Water Bottle,6,349,15,1779.9,2024-05,362934.45,0.49
ORD01310,2024-03-08,West,Home & Kitchen,Coffee Mug Set,7,549,0,3843.0,2024-03,454804.35,0.845
ORD01311,2024-07-02,West,Clothing,Hoodie,2,799,0,1598.0,2024-07,454804.35,0.351
ORD01312,2024-03-07,West,Home & Kitchen,Storage Box Set,8,699,0,5592.0,2024-03,454804.35,1.23
ORD01313,2024-02-03,South,Clothing,Cotton T-Shirt,6,349,0,2094.0,2024-02,362934.45,0.577
ORD01314,2024-08-12,West,Home & Kitchen,Water Bottle,4,349,0,1396.0,2024-08,454804.35,0.307
ORD01315,2024-08-18,North,Electronics,Wireless Earbuds,4,1299,20,4156.8,2024-08,308237.5,1.349
ORD01316,2024-07-18,South,Clothing,Denim Jeans,7,999,20,5594.4,2024-07,362934.45,1.541
ORD01317,2024-04-26,South,Food & Beverage,Mixed Nuts,1,449,20,359.2,2024-04,362934.45,0.099
ORD01318,2024-10-29,North,Food & Beverage,Mixed Nuts,5,449,0,2245.0,2024-10,308237.5,0.728
ORD01319,2024-02-27,South,Food & Beverage,Protein Bar Box,8,599,0,4792.0,2024-02,362934.45,1.32
ORD01320,2024-02-06,East,Clothing,Sports Shorts,7,449,15,2671.55,2024-02,403786.75,0.662
ORD01321,2024-03-21,North,Clothing,Formal Shirt,5,699,15,2970.75,2024-03,308237.5,0.964
ORD01322,2024-09-26,West,Home & Kitchen,Storage Box Set,5,699,0,3495.0,2024-09,454804.35,0.768
ORD01323,2024-12-03,East,Clothing,Sports Shorts,1,449,0,449.0,2024-12,403786.75,0.111
ORD01324,2024-01-31,East,Food & Beverage,Green Tea Pack,8,199,5,1512.4,2024-01,403786.75,0.375
ORD01325,2024-10-15,South,Electronics,Wireless Earbuds,8,1299,20,8313.6,2024-10,362934.45,2.291
ORD01326,2024-05-15,North,Home & Kitchen,Water Bottle,6,349,5,1989.3,2024-05,308237.5,0.645
ORD01327,2024-03-31,North,Food & Beverage,Energy Drink Pack,3,299,0,897.0,2024-03,308237.5,0.291
ORD01328,2024-12-26,North,Home & Kitchen,Storage Box Set,8,699,20,4473.6,2024-12,308237.5,1.451
ORD01329,2024-01-06,West,Food & Beverage,Green Tea Pack,2,199,0,398.0,2024-01,454804.35,0.088
ORD01330,2024-07-05,East,Clothing,Hoodie,4,799,10,2876.4,2024-07,403786.75,0.712
ORD01331,2024-07-11,West,Food & Beverage,Instant Coffee,3,349,20,837.6,2024-07,454804.35,0.184
ORD01332,2024-12-27,South,Food & Beverage,Green Tea Pack,8,199,10,1432.8,2024-12,362934.45,0.395
ORD01333,2024-11-15,South,Clothing,Hoodie,4,799,0,3196.0,2024-11,362934.45,0.881
ORD01334,2024-12-29,North,Home & Kitchen,Coffee Mug Set,5,549,15,2333.25,2024-12,308237.5,0.757
ORD01335,2024-10-27,North,Food & Beverage,Instant Coffee,7,349,5,2320.85,2024-10,308237.5,0.753
ORD01336,2024-05-27,West,Food & Beverage,Protein Bar Box,5,599,10,2695.5,2024-05,454804.35,0.593
ORD01337,2024-06-05,West,Electronics,Smart Watch,3,2999,0,8997.0,2024-06,454804.35,1.978
ORD01338,2024-05-26,South,Electronics,Wireless Earbuds,8,1299,15,8833.2,2024-05,362934.45,2.434
ORD01339,2024-05-16,South,Electronics,Webcam,4,1899,10,6836.4,2024-05,362934.45,1.884
ORD01340,2024-07-10,South,Clothing,Cotton T-Shirt,2,349,10,628.2,2024-07,362934.45,0.173
ORD01341,2024-03-05,South,Food & Beverage,Mixed Nuts,7,449,20,2514.4,2024-03,362934.45,0.693
ORD01342,2024-04-24,South,Clothing,Formal Shirt,2,699,5,1328.1,2024-04,362934.45,0.366
ORD01343,2024-04-02,South,Home & Kitchen,Storage Box Set,7,699,20,3914.4,2024-04,362934.45,1.079
ORD01344,2024-10-23,East,Electronics,USB Hub,2,599,10,1078.2,2024-10,403786.75,0.267
ORD01345,2024-05-27,South,Clothing,Sports Shorts,5,449,0,2245.0,2024-05,362934.45,0.619
ORD01346,2024-11-10,West,Food & Beverage,Green Tea Pack,1,199,0,199.0,2024-11,454804.35,0.044
ORD01347,2024-03-05,South,Home & Kitchen,Storage Box Set,7,699,0,4893.0,2024-03,362934.45,1.348
ORD01348,2024-06-17,West,Food & Beverage,Instant Coffee,4,349,0,1396.0,2024-06,454804.35,0.307
ORD01349,2024-02-13,South,Clothing,Sports Shorts,2,449,5,853.1,2024-02,362934.45,0.235
ORD01350,2024-09-17,West,Electronics,Webcam,4,1899,20,6076.8,2024-09,454804.35,1.336
ORD01351,2024-10-28,West,Electronics,Wireless Earbuds,5,1299,10,5845.5,2024-10,454804.35,1.285
ORD01352,2024-10-30,North,Food & Beverage,Green Tea Pack,6,199,0,1194.0,2024-10,308237.5,0.387
ORD01353,2024-05-19,East,Food & Beverage,Green Tea Pack,1,199,0,199.0,2024-05,403786.75,0.049
ORD01354,2024-04-14,East,Electronics,Wireless Earbuds,8,1299,0,10392.0,2024-04,403786.75,2.574
ORD01355,2024-11-01,South,Electronics,Portable Charger,1,799,10,719.1,2024-11,362934.45,0.198
ORD01356,2024-01-20,South,Clothing,Sports Shorts,5,449,0,2245.0,2024-01,362934.45,0.619
ORD01357,2024-03-06,South,Home & Kitchen,Coffee Mug Set,4,549,15,1866.6,2024-03,362934.45,0.514
ORD01358,2024-09-27,East,Food & Beverage,Instant Coffee,2,349,20,558.4,2024-09,403786.75,0.138
ORD01359,2024-02-24,East,Food & Beverage,Instant Coffee,3,349,10,942.3,2024-02,403786.75,0.233
ORD01360,2024-04-05,East,Home & Kitchen,Chopping Board,1,249,5,236.55,2024-04,403786.75,0.059
ORD01361,2024-08-10,North,Food & Beverage,Instant Coffee,8,349,15,2373.2,2024-08,308237.5,0.77
ORD01362,2024-12-28,North,Home & Kitchen,Chopping Board,6,249,0,1494.0,2024-12,308237.5,0.485
ORD01363,2024-01-19,West,Home & Kitchen,Coffee Mug Set,3,549,20,1317.6,2024-01,454804.35,0.29
ORD01364,2024-11-27,North,Clothing,Cotton T-Shirt,7,349,5,2320.85,2024-11,308237.5,0.753
ORD01365,2024-05-19,North,Electronics,Smart Watch,4,2999,20,9596.8,2024-05,308237.5,3.113
ORD01366,2024-07-08,South,Electronics,USB Hub,7,599,0,4193.0,2024-07,362934.45,1.155
ORD01367,2024-03-22,East,Electronics,USB Hub,8,599,10,4312.8,2024-03,403786.75,1.068
ORD01368,2024-03-15,West,Home & Kitchen,Non-Stick Pan,2,899,10,1618.2,2024-03,454804.35,0.356
ORD01369,2024-08-08,East,Home & Kitchen,Non-Stick Pan,1,899,15,764.15,2024-08,403786.75,0.189
ORD01370,2024-10-14,South,Electronics,Webcam,1,1899,5,1804.05,2024-10,362934.45,0.497
ORD01371,2024-02-12,West,Electronics,Smart Watch,5,2999,0,14995.0,2024-02,454804.35,3.297
ORD01372,2024-03-05,East,Home & Kitchen,Non-Stick Pan,8,899,10,6472.8,2024-03,403786.75,1.603
ORD01373,2024-02-27,East,Clothing,Cotton T-Shirt,8,349,0,2792.0,2024-02,403786.75,0.691
ORD01374,2024-04-26,West,Food & Beverage,Protein Bar Box,5,599,0,2995.0,2024-04,454804.35,0.659
ORD01375,2024-10-05,North,Electronics,Wireless Earbuds,8,1299,10,9352.8,2024-10,308237.5,3.034
ORD01376,2024-12-29,North,Electronics,Portable Charger,7,799,0,5593.0,2024-12,308237.5,1.815
ORD01377,2024-11-03,West,Clothing,Hoodie,6,799,0,4794.0,2024-11,454804.35,1.054
ORD01378,2024-09-24,East,Home & Kitchen,Storage Box Set,3,699,20,1677.6,2024-09,403786.75,0.415
ORD01379,2024-10-27,West,Home & Kitchen,Chopping Board,1,249,0,249.0,2024-10,454804.35,0.055
ORD01380,2024-09-10,South,Electronics,USB Hub,5,599,0,2995.0,2024-09,362934.45,0.825
ORD01381,2024-07-16,West,Clothing,Cotton T-Shirt,3,349,0,1047.0,2024-07,454804.35,0.23
ORD01382,2024-09-18,North,Home & Kitchen,Non-Stick Pan,4,899,0,3596.0,2024-09,308237.5,1.167
ORD01383,2024-10-17,South,Food & Beverage,Energy Drink Pack,4,299,15,1016.6,2024-10,362934.45,0.28
ORD01384,2024-06-12,West,Electronics,Smart Watch,1,2999,15,2549.15,2024-06,454804.35,0.56
ORD01385,2024-11-18,West,Home & Kitchen,Storage Box Set,1,699,10,629.1,2024-11,454804.35,0.138
ORD01386,2024-10-03,West,Clothing,Sports Shorts,6,449,0,2694.0,2024-10,454804.35,0.592
ORD01387,2024-07-18,East,Electronics,Wireless Earbuds,8,1299,0,10392.0,2024-07,403786.75,2.574
ORD01388,2024-04-28,East,Clothing,Denim Jeans,2,999,0,1998.0,2024-04,403786.75,0.495
ORD01389,2024-07-06,West,Clothing,Sports Shorts,2,449,20,718.4,2024-07,454804.35,0.158
ORD01390,2024-04-06,North,Food & Beverage,Mixed Nuts,8,449,5,3412.4,2024-04,308237.5,1.107
ORD01391,2024-06-06,South,Clothing,Cotton T-Shirt,8,349,0,2792.0,2024-06,362934.45,0.769
ORD01392,2024-05-18,South,Home & Kitchen,Water Bottle,3,349,5,994.65,2024-05,362934.45,0.274
ORD01393,2024-07-26,South,Clothing,Cotton T-Shirt,4,349,20,1116.8,2024-07,362934.45,0.308
ORD01394,2024-05-01,West,Electronics,USB Hub,1,599,0,599.0,2024-05,454804.35,0.132
ORD01395,2024-09-23,East,Electronics,Wireless Earbuds,8,1299,20,8313.6,2024-09,403786.75,2.059
ORD01396,2024-10-12,South,Home & Kitchen,Coffee Mug Set,3,549,5,1564.65,2024-10,362934.45,0.431
ORD01397,2024-07-15,West,Electronics,Wireless Earbuds,8,1299,0,10392.0,2024-07,454804.35,2.285
ORD01398,2024-07-26,East,Electronics,USB Hub,6,599,0,3594.0,2024-07,403786.75,0.89
ORD01399,2024-08-14,East,Clothing,Sports Shorts,1,449,0,449.0,2024-08,403786.75,0.111
ORD01400,2024-12-03,East,Clothing,Cotton T-Shirt,5,349,20,1396.0,2024-12,403786.75,0.346
ORD01401,2024-02-24,West,Home & Kitchen,Coffee Mug Set,6,549,0,3294.0,2024-02,454804.35,0.724
ORD01402,2024-08-22,East,Electronics,Smart Watch,3,2999,15,7647.45,2024-08,403786.75,1.894
ORD01403,2024-03-13,East,Food & Beverage,Mixed Nuts,5,449,5,2132.75,2024-03,403786.75,0.528
ORD01404,2024-09-25,West,Electronics,Smart Watch,4,2999,15,10196.6,2024-09,454804.35,2.242
ORD01405,2024-09-14,South,Home & Kitchen,Coffee Mug Set,7,549,10,3458.7,2024-09,362934.45,0.953
ORD01406,2024-01-27,East,Food & Beverage,Mixed Nuts,2,449,10,808.2,2024-01,403786.75,0.2
ORD01407,2024-06-22,North,Electronics,USB Hub,4,599,0,2396.0,2024-06,308237.5,0.777
ORD01408,2024-04-02,West,Electronics,USB Hub,8,599,15,4073.2,2024-04,454804.35,0.896
ORD01409,2024-06-11,East,Electronics,Webcam,1,1899,0,1899.0,2024-06,403786.75,0.47
ORD01410,2024-01-14,East,Clothing,Cotton T-Shirt,4,349,15,1186.6,2024-01,403786.75,0.294
ORD01411,2024-05-23,East,Home & Kitchen,Non-Stick Pan,5,899,15,3820.75,2024-05,403786.75,0.946
ORD01412,2024-12-04,South,Clothing,Denim Jeans,6,999,0,5994.0,2024-12,362934.45,1.652
ORD01413,2024-03-04,East,Food & Beverage,Green Tea Pack,4,199,0,796.0,2024-03,403786.75,0.197
ORD01414,2024-04-06,South,Clothing,Denim Jeans,4,999,20,3196.8,2024-04,362934.45,0.881
ORD01415,2024-03-08,South,Clothing,Cotton T-Shirt,8,349,0,2792.0,2024-03,362934.45,0.769
ORD01416,2024-02-11,West,Clothing,Denim Jeans,5,999,0,4995.0,2024-02,454804.35,1.098
ORD01417,2024-09-13,East,Food & Beverage,Mixed Nuts,5,449,0,2245.0,2024-09,403786.75,0.556
ORD01418,2024-01-30,North,Food & Beverage,Instant Coffee,4,349,5,1326.2,2024-01,308237.5,0.43
ORD01419,2024-12-04,North,Clothing,Hoodie,1,799,5,759.05,2024-12,308237.5,0.246
ORD01420,2024-08-19,North,Home & Kitchen,Water Bottle,2,349,10,628.2,2024-08,308237.5,0.204
ORD01421,2024-02-25,West,Home & Kitchen,Water Bottle,5,349,0,1745.0,2024-02,454804.35,0.384
ORD01422,2024-03-01,West,Electronics,Portable Charger,8,799,15,5433.2,2024-03,454804.35,1.195
ORD01423,2024-09-16,East,Electronics,Webcam,4,1899,10,6836.4,2024-09,403786.75,1.693
ORD01424,2024-08-21,North,Home & Kitchen,Chopping Board,3,249,0,747.0,2024-08,308237.5,0.242
ORD01425,2024-10-17,East,Food & Beverage,Mixed Nuts,1,449,0,449.0,2024-10,403786.75,0.111
ORD01426,2024-09-28,East,Electronics,Portable Charger,6,799,10,4314.6,2024-09,403786.75,1.069
ORD01427,2024-02-10,South,Food & Beverage,Protein Bar Box,5,599,20,2396.0,2024-02,362934.45,0.66
ORD01428,2024-07-26,North,Electronics,Webcam,3,1899,0,5697.0,2024-07,308237.5,1.848
ORD01429,2024-04-01,South,Food & Beverage,Protein Bar Box,7,599,5,3983.35,2024-04,362934.45,1.098
ORD01430,2024-02-01,West,Home & Kitchen,Storage Box Set,5,699,5,3320.25,2024-02,454804.35,0.73
ORD01431,2024-02-05,East,Food & Beverage,Energy Drink Pack,3,299,0,897.0,2024-02,403786.75,0.222
ORD01432,2024-11-05,West,Home & Kitchen,Storage Box Set,3,699,10,1887.3,2024-11,454804.35,0.415
ORD01433,2024-10-29,North,Home & Kitchen,Coffee Mug Set,4,549,20,1756.8,2024-10,308237.5,0.57
ORD01434,2024-04-19,North,Clothing,Cotton T-Shirt,1,349,15,296.65,2024-04,308237.5,0.096
ORD01435,2024-11-06,West,Electronics,Wireless Earbuds,1,1299,0,1299.0,2024-11,454804.35,0.286
ORD01436,2024-01-20,North,Electronics,Wireless Earbuds,8,1299,5,9872.4,2024-01,308237.5,3.203
ORD01437,2024-06-14,West,Electronics,Smart Watch,2,2999,10,5398.2,2024-06,454804.35,1.187
ORD01438,2024-02-16,East,Clothing,Denim Jeans,4,999,0,3996.0,2024-02,403786.75,0.99
ORD01439,2024-09-26,East,Clothing,Sports Shorts,5,449,15,1908.25,2024-09,403786.75,0.473
ORD01440,2024-12-15,West,Electronics,USB Hub,1,599,0,599.0,2024-12,454804.35,0.132
ORD01441,2024-03-26,West,Home & Kitchen,Water Bottle,1,349,20,279.2,2024-03,454804.35,0.061
ORD01442,2024-04-12,East,Home & Kitchen,Water Bottle,5,349,20,1396.0,2024-04,403786.75,0.346
ORD01443,2024-03-24,East,Home & Kitchen,Coffee Mug Set,5,549,20,2196.0,2024-03,403786.75,0.544
ORD01444,2024-04-13,North,Clothing,Denim Jeans,1,999,15,849.15,2024-04,308237.5,0.275
ORD01445,2024-11-07,West,Clothing,Sports Shorts,4,449,20,1436.8,2024-11,454804.35,0.316
ORD01446,2024-01-11,West,Electronics,Wireless Earbuds,8,1299,5,9872.4,2024-01,454804.35,2.171
ORD01447,2024-02-04,North,Clothing,Cotton T-Shirt,5,349,5,1657.75,2024-02,308237.5,0.538
ORD01448,2024-08-11,West,Electronics,Wireless Earbuds,7,1299,10,8183.7,2024-08,454804.35,1.799
ORD01449,2024-03-30,West,Home & Kitchen,Chopping Board,8,249,5,1892.4,2024-03,454804.35,0.416
ORD01450,2024-07-17,West,Clothing,Sports Shorts,1,449,15,381.65,2024-07,454804.35,0.084
ORD01451,2024-08-21,West,Food & Beverage,Green Tea Pack,5,199,0,995.0,2024-08,454804.35,0.219
ORD01452,2024-03-29,East,Electronics,Wireless Earbuds,6,1299,10,7014.6,2024-03,403786.75,1.737
ORD01453,2024-05-30,East,Electronics,Portable Charger,8,799,10,5752.8,2024-05,403786.75,1.425
ORD01454,2024-10-15,West,Food & Beverage,Protein Bar Box,1,599,0,599.0,2024-10,454804.35,0.132
ORD01455,2024-02-14,West,Clothing,Formal Shirt,3,699,15,1782.45,2024-02,454804.35,0.392
ORD01456,2024-09-10,South,Home & Kitchen,Storage Box Set,1,699,0,699.0,2024-09,362934.45,0.193
ORD01457,2024-01-24,South,Clothing,Cotton T-Shirt,3,349,0,1047.0,2024-01,362934.45,0.288
ORD01458,2024-05-25,East,Home & Kitchen,Chopping Board,3,249,0,747.0,2024-05,403786.75,0.185
ORD01459,2024-12-03,East,Clothing,Hoodie,2,799,0,1598.0,2024-12,403786.75,0.396
ORD01460,2024-06-11,North,Electronics,Webcam,1,1899,5,1804.05,2024-06,308237.5,0.585
ORD01461,2024-05-08,South,Electronics,Webcam,8,1899,0,15192.0,2024-05,362934.45,4.186
ORD01462,2024-10-04,West,Electronics,Wireless Earbuds,8,1299,15,8833.2,2024-10,454804.35,1.942
ORD01463,2024-08-19,South,Clothing,Sports Shorts,5,449,15,1908.25,2024-08,362934.45,0.526
ORD01464,2024-06-11,West,Food & Beverage,Protein Bar Box,7,599,0,4193.0,2024-06,454804.35,0.922
ORD01465,2024-09-14,West,Food & Beverage,Instant Coffee,5,349,0,1745.0,2024-09,454804.35,0.384
ORD01466,2024-05-08,North,Clothing,Denim Jeans,6,999,10,5394.6,2024-05,308237.5,1.75
ORD01467,2024-09-17,South,Food & Beverage,Protein Bar Box,3,599,5,1707.15,2024-09,362934.45,0.47
ORD01468,2024-07-21,West,Food & Beverage,Protein Bar Box,1,599,5,569.05,2024-07,454804.35,0.125
ORD01469,2024-10-22,West,Home & Kitchen,Storage Box Set,2,699,10,1258.2,2024-10,454804.35,0.277
ORD01470,2024-01-10,East,Home & Kitchen,Water Bottle,2,349,0,698.0,2024-01,403786.75,0.173
ORD01471,2024-06-13,North,Food & Beverage,Energy Drink Pack,6,299,20,1435.2,2024-06,308237.5,0.466
ORD01472,2024-10-22,West,Home & Kitchen,Coffee Mug Set,6,549,20,2635.2,2024-10,454804.35,0.579
ORD01473,2024-10-03,North,Electronics,Portable Charger,1,799,0,799.0,2024-10,308237.5,0.259
ORD01474,2024-06-24,South,Electronics,Wireless Earbuds,5,1299,10,5845.5,2024-06,362934.45,1.611
ORD01475,2024-07-30,East,Food & Beverage,Mixed Nuts,4,449,0,1796.0,2024-07,403786.75,0.445
ORD01476,2024-07-22,East,Clothing,Cotton T-Shirt,4,349,0,1396.0,2024-07,403786.75,0.346
ORD01477,2024-10-25,East,Home & Kitchen,Coffee Mug Set,2,549,0,1098.0,2024-10,403786.75,0.272
ORD01478,2024-11-06,East,Home & Kitchen,Storage Box Set,8,699,20,4473.6,2024-11,403786.75,1.108
ORD01479,2024-03-21,North,Electronics,Webcam,8,1899,20,12153.6,2024-03,308237.5,3.943
ORD01480,2024-07-19,West,Food & Beverage,Mixed Nuts,4,449,20,1436.8,2024-07,454804.35,0.316
ORD01481,2024-04-07,South,Clothing,Denim Jeans,1,999,15,849.15,2024-04,362934.45,0.234
ORD01482,2024-06-25,North,Home & Kitchen,Water Bottle,8,349,0,2792.0,2024-06,308237.5,0.906
ORD01483,2024-09-20,North,Clothing,Sports Shorts,4,449,10,1616.4,2024-09,308237.5,0.524
ORD01484,2024-12-29,North,Home & Kitchen,Non-Stick Pan,1,899,10,809.1,2024-12,308237.5,0.262
ORD01485,2024-03-21,West,Food & Beverage,Instant Coffee,8,349,0,2792.0,2024-03,454804.35,0.614
ORD01486,2024-08-09,South,Home & Kitchen,Coffee Mug Set,7,549,10,3458.7,2024-08,362934.45,0.953
ORD01487,2024-05-19,West,Home & Kitchen,Coffee Mug Set,8,549,0,4392.0,2024-05,454804.35,0.966
ORD01488,2024-10-24,North,Clothing,Sports Shorts,6,449,5,2559.3,2024-10,308237.5,0.83
ORD01489,2024-12-23,East,Clothing,Hoodie,1,799,20,639.2,2024-12,403786.75,0.158
ORD01490,2024-03-31,North,Electronics,USB Hub,6,599,15,3054.9,2024-03,308237.5,0.991
ORD01491,2024-05-21,West,Clothing,Sports Shorts,7,449,20,2514.4,2024-05,454804.35,0.553
ORD01492,2024-11-03,South,Home & Kitchen,Coffee Mug Set,6,549,0,3294.0,2024-11,362934.45,0.908
ORD01493,2024-11-24,North,Home & Kitchen,Non-Stick Pan,7,899,20,5034.4,2024-11,308237.5,1.633
ORD01494,2024-03-26,East,Electronics,Webcam,7,1899,15,11299.05,2024-03,403786.75,2.798
ORD01495,2024-04-09,North,Electronics,Wireless Earbuds,4,1299,20,4156.8,2024-04,308237.5,1.349
ORD01496,2024-11-26,West,Electronics,Portable Charger,7,799,0,5593.0,2024-11,454804.35,1.23
ORD01497,2024-12-15,North,Clothing,Denim Jeans,1,999,15,849.15,2024-12,308237.5,0.275
ORD01498,2024-03-07,East,Electronics,Webcam,4,1899,5,7216.2,2024-03,403786.75,1.787
ORD01499,2024-09-18,North,Food & Beverage,Protein Bar Box,7,599,0,4193.0,2024-09,308237.5,1.36
